Balanced,#Neurons,Activattion,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC0,AUC1
0,15,relu,5,0.3333333333333333,0.9560283687943263,0.1388888888888889,0.9853801169590644,0.19607843137254902,0.9704823614110871,108,2052,15,93,30,2022,0.9430555555555555,0.5621345029239766,0.5621345029239766
0,15,relu,6,0.24742268041237114,0.9617062530295686,0.23300970873786409,0.9645114244044726,0.24000000000000002,0.963106796116505,103,2057,24,79,73,1984,0.9296296296296296,0.5987605665711683,0.5987605665711684
0,15,relu,7,0.0,0.9490740740740741,0.0,1.0,0.0,0.9738717339667459,110,2050,0,110,0,2050,0.9490740740740741,0.5,0.5
0,15,relu,8,0.39473684210526316,0.9552309142318567,0.13636363636363635,0.988780487804878,0.2027027027027027,0.9717162032598273,110,2050,15,95,23,2027,0.9453703703703704,0.5625720620842571,0.5625720620842573
0,15,relu,9,0.3,0.9559241706161138,0.1388888888888889,0.982943469785575,0.18987341772151897,0.9692455550216242,108,2052,15,93,35,2017,0.9407407407407408,0.5609161793372319,0.5609161793372319
1,30,relu,0,0.11560693641618497,0.989501312335958,0.9375,0.45095693779904306,0.2058319039451115,0.6195562859490551,64,836,60,4,459,377,0.4855555555555556,0.6942284688995215,0.6942284688995215
1,30,relu,1,0.14578005115089515,0.9862475442043221,0.890625,0.6004784688995215,0.2505494505494506,0.7464684014869888,64,836,57,7,334,502,0.6211111111111111,0.7455517344497606,0.7455517344497608
1,30,relu,2,0.11728395061728394,0.9830917874396136,0.890625,0.4868421052631579,0.20727272727272725,0.6512,64,836,57,7,429,407,0.5155555555555555,0.688733552631579,0.688733552631579
1,30,relu,3,0.2127659574468085,0.9662921348314607,0.625,0.8229665071770335,0.31746031746031744,0.888888888888889,64,836,40,24,148,688,0.8088888888888889,0.7239832535885168,0.7239832535885167
1,30,relu,4,0.10849909584086799,0.9884726224783862,0.9375,0.4102870813397129,0.1944894651539708,0.5798816568047338,64,836,60,4,493,343,0.4477777777777778,0.6738935406698565,0.6738935406698565
1,30,relu,5,0.1862348178137652,0.9724349157733537,0.71875,0.7595693779904307,0.2958199356913183,0.8529214237743452,64,836,46,18,201,635,0.7566666666666667,0.7391596889952153,0.7391596889952153
1,30,relu,6,0.08390646492434663,0.9826589595375722,0.953125,0.20334928229665072,0.15423514538558786,0.3369672943508424,64,836,61,3,666,170,0.25666666666666665,0.5782371411483254,0.5782371411483254
1,30,relu,7,0.14039408866995073,0.9858299595141701,0.890625,0.5825358851674641,0.24255319148936172,0.7323308270676692,64,836,57,7,349,487,0.6044444444444445,0.7365804425837321,0.7365804425837321
1,30,relu,8,0.18421052631578946,0.9672619047619048,0.65625,0.777511961722488,0.2876712328767123,0.8620689655172414,64,836,42,22,186,650,0.7688888888888888,0.716880980861244,0.716880980861244
1,30,relu,9,0.09859154929577464,0.9961685823754789,0.984375,0.31100478468899523,0.17923186344238973,0.4740200546946217,64,836,63,1,576,260,0.35888888888888887,0.6476898923444976,0.6476898923444976
0,30,relu,0,0.275,0.9572115384615385,0.1981981981981982,0.9716935090287946,0.23036649214659688,0.96439815936062,111,2049,22,89,58,1991,0.9319444444444445,0.5849458536134964,0.5849458536134964
0,30,relu,1,0.25,0.9598646034816247,0.2169811320754717,0.9664070107108081,0.23232323232323232,0.9631246967491509,106,2054,23,83,69,1985,0.9296296296296296,0.59169407139314,0.5916940713931399
0,30,relu,2,0.3090909090909091,0.9548693586698337,0.15178571428571427,0.9814453125,0.20359281437125745,0.9679749578617866,112,2048,17,95,38,2010,0.9384259259259259,0.5666155133928571,0.5666155133928572
0,30,relu,3,0.21739130434782608,0.9555236728837877,0.1388888888888889,0.9736842105263158,0.1694915254237288,0.9645184648805213,108,2052,15,93,54,1998,0.9319444444444445,0.5562865497076024,0.5562865497076024
0,30,relu,4,0.3783783783783784,0.9543099387658973,0.12612612612612611,0.9887750122010737,0.1891891891891892,0.9712368168744008,111,2049,14,97,23,2026,0.9444444444444444,0.5574505691635999,0.5574505691635999
0,30,relu,5,0.2777777777777778,0.9529190207156308,0.09090909090909091,0.9873170731707317,0.136986301369863,0.969813128893148,110,2050,10,100,26,2024,0.9416666666666667,0.5391130820399113,0.5391130820399113
0,30,relu,6,0.26785714285714285,0.9576996197718631,0.14423076923076922,0.9800583657587548,0.18749999999999997,0.96875,104,2056,15,89,41,2015,0.9398148148148148,0.5621445674947619,0.562144567494762
0,30,relu,7,0.3709677419354839,0.9599618684461392,0.21495327102803738,0.9810034096444228,0.27218934911242604,0.9703685858829197,107,2053,23,84,39,2014,0.9430555555555555,0.5979783403362301,0.5979783403362301
0,30,relu,8,0.2923076923076923,0.9594272076372315,0.18269230769230768,0.9776264591439688,0.22485207100591714,0.9684413394362804,104,2056,19,85,46,2010,0.9393518518518519,0.5801593834181383,0.5801593834181382
0,30,relu,9,0.358974358974359,0.9528524280999529,0.12280701754385964,0.987781036168133,0.1830065359477124,0.9700023998080153,114,2046,14,100,25,2021,0.9421296296296297,0.5552940268559963,0.5552940268559963
1,45,relu,0,0.13984168865435356,0.9788867562380038,0.828125,0.6100478468899522,0.23927765237020318,0.7516580692704494,64,836,53,11,326,510,0.6255555555555555,0.7190864234449761,0.7190864234449761
1,45,relu,1,0.14540816326530612,0.9862204724409449,0.890625,0.5992822966507177,0.25,0.7455357142857142,64,836,57,7,335,501,0.62,0.7449536483253588,0.7449536483253589
1,45,relu,2,0.10488245931283906,0.9827089337175793,0.90625,0.40789473684210525,0.1880064829821718,0.5765004226542688,64,836,58,6,495,341,0.44333333333333336,0.6570723684210527,0.6570723684210527
1,45,relu,3,0.17857142857142858,0.970679012345679,0.703125,0.7523923444976076,0.2848101265822785,0.8477088948787062,64,836,45,19,207,629,0.7488888888888889,0.7277586722488039,0.7277586722488039
1,45,relu,4,0.1452513966480447,0.977859778597786,0.8125,0.6339712918660287,0.24644549763033177,0.7692307692307692,64,836,52,12,306,530,0.6466666666666666,0.7232356459330144,0.7232356459330144
1,45,relu,5,0.25,0.95125,0.390625,0.9102870813397129,0.3048780487804878,0.9303178484107579,64,836,25,39,75,761,0.8733333333333333,0.6504560406698564,0.6504560406698565
1,45,relu,6,0.11811023622047244,0.9897959183673469,0.9375,0.46411483253588515,0.2097902097902098,0.6319218241042345,64,836,60,4,448,388,0.49777777777777776,0.7008074162679425,0.7008074162679425
1,45,relu,7,0.21428571428571427,0.9651810584958217,0.609375,0.8289473684210527,0.31707317073170727,0.8918918918918918,64,836,39,25,143,693,0.8133333333333334,0.7191611842105263,0.7191611842105263
1,45,relu,8,0.14326647564469913,0.9745916515426497,0.78125,0.6423444976076556,0.24213075060532688,0.7743330930064888,64,836,50,14,299,537,0.6522222222222223,0.7117972488038278,0.7117972488038278
1,45,relu,9,0.18007662835249041,0.97339593114241,0.734375,0.7440191387559809,0.28923076923076924,0.8433898305084745,64,836,47,17,214,622,0.7433333333333333,0.7391970693779905,0.7391970693779905
0,45,relu,0,0.2727272727272727,0.9581947743467933,0.14563106796116504,0.9805542051531356,0.18987341772151897,0.9692455550216242,103,2057,15,88,40,2017,0.9407407407407408,0.5630926365571504,0.5630926365571504
0,45,relu,1,0.34,0.9592417061611375,0.1650485436893204,0.983957219251337,0.22222222222222227,0.9714422846172306,103,2057,17,86,33,2024,0.9449074074074074,0.5745028814703287,0.5745028814703287
0,45,relu,2,0.2962962962962963,0.9553656220322887,0.14545454545454545,0.9814634146341463,0.19512195121951217,0.9682386910490857,110,2050,16,94,38,2012,0.9388888888888889,0.5634589800443459,0.5634589800443459
0,45,relu,3,0.35294117647058826,0.9543744120413923,0.11009174311926606,0.9892735251097026,0.16783216783216784,0.9715106535791237,109,2051,12,97,22,2029,0.9449074074074074,0.5496826341144843,0.5496826341144843
0,45,relu,4,0.3392857142857143,0.9553231939163498,0.168141592920354,0.9819247679531021,0.22485207100591717,0.9684413394362805,113,2047,19,94,37,2010,0.9393518518518519,0.5750331804367281,0.5750331804367281
0,45,relu,5,0.0,0.9490740740740741,0.0,1.0,0.0,0.9738717339667459,110,2050,0,110,0,2050,0.9490740740740741,0.5,0.5
0,45,relu,6,0.4,0.9525821596244132,0.10619469026548672,0.9912066438690766,0.1678321678321678,0.9715106535791238,113,2047,12,101,18,2029,0.9449074074074074,0.5487006670672817,0.5487006670672817
0,45,relu,7,0.3484848484848485,0.9603629417383,0.2169811320754717,0.9790652385589095,0.26744186046511637,0.9696239151398264,106,2054,23,83,43,2011,0.9416666666666667,0.5980231853171907,0.5980231853171906
0,45,relu,8,0.0,0.9518518518518518,0.0,1.0,0.0,0.9753320683111955,104,2056,0,104,0,2056,0.9518518518518518,0.5,0.5
0,45,relu,9,0.2727272727272727,0.9570200573065902,0.16666666666666666,0.9766081871345029,0.20689655172413793,0.9667149059334297,108,2052,18,90,48,2004,0.9361111111111111,0.5716374269005848,0.5716374269005848
1,60,relu,0,0.07094594594594594,0.9166666666666666,0.984375,0.013157894736842105,0.1323529411764706,0.025943396226415092,64,836,63,1,825,11,0.08222222222222222,0.4987664473684211,0.498766447368421
1,60,relu,1,0.1610738255033557,0.973421926910299,0.75,0.7009569377990431,0.26519337016574585,0.8150208623087621,64,836,48,16,250,586,0.7044444444444444,0.7254784688995214,0.7254784688995215
1,60,relu,2,0.1532258064516129,0.9867424242424242,0.890625,0.6232057416267942,0.26146788990825687,0.7639296187683283,64,836,57,7,315,521,0.6422222222222222,0.7569153708133971,0.7569153708133971
1,60,relu,3,0.12751677852348994,0.9845474613686535,0.890625,0.5334928229665071,0.2230919765166341,0.6920093095422808,64,836,57,7,390,446,0.5588888888888889,0.7120589114832536,0.7120589114832536
1,60,relu,4,0.25984251968503935,0.9598965071151359,0.515625,0.8875598086124402,0.34554973821989526,0.9223119950279677,64,836,33,31,94,742,0.8611111111111112,0.7015924043062202,0.70159240430622
1,60,relu,5,0.13270142180094788,0.9832635983263598,0.875,0.562200956937799,0.23045267489711935,0.715372907153729,64,836,56,8,366,470,0.5844444444444444,0.7186004784688995,0.7186004784688995
1,60,relu,6,0.12980769230769232,0.9793388429752066,0.84375,0.5669856459330144,0.225,0.7181818181818183,64,836,54,10,362,474,0.5866666666666667,0.7053678229665071,0.7053678229665072
1,60,relu,7,0.1378504672897196,0.989406779661017,0.921875,0.5586124401913876,0.2398373983739837,0.7140672782874619,64,836,59,5,369,467,0.5844444444444444,0.7402437200956937,0.7402437200956937
1,60,relu,8,0.11296296296296296,0.9916666666666667,0.953125,0.4270334928229665,0.20198675496688742,0.5969899665551839,64,836,61,3,479,357,0.46444444444444444,0.6900792464114833,0.6900792464114832
1,60,relu,9,0.11871227364185111,0.9875930521091811,0.921875,0.47607655502392343,0.21033868092691624,0.642453591606134,64,836,59,5,438,398,0.5077777777777778,0.6989757775119617,0.6989757775119617
0,60,relu,0,0.5,0.9489795918367347,0.017857142857142856,0.9990234375,0.03448275862068965,0.9733587059942912,112,2048,2,110,2,2046,0.9481481481481482,0.5084402901785714,0.5084402901785714
0,60,relu,1,0.2833333333333333,0.9557142857142857,0.15454545454545454,0.9790243902439024,0.19999999999999998,0.9672289156626506,110,2050,17,93,43,2007,0.937037037037037,0.5667849223946785,0.5667849223946785
0,60,relu,2,0.3076923076923077,0.9580386610089581,0.1188118811881188,0.9868868382710053,0.17142857142857143,0.9722488038277511,101,2059,12,89,27,2032,0.9462962962962963,0.5528493597295621,0.5528493597295621
0,60,relu,3,0.2903225806451613,0.9525598872710193,0.08181818181818182,0.9892682926829268,0.1276595744680851,0.9705671213208901,110,2050,9,101,22,2028,0.9430555555555555,0.5355432372505543,0.5355432372505543
0,60,relu,4,0.5555555555555556,0.9511854951185496,0.045454545454545456,0.9980487804878049,0.08403361344537816,0.974053796715068,110,2050,5,105,4,2046,0.9495370370370371,0.5217516629711751,0.5217516629711751
0,60,relu,5,0.24615384615384617,0.9551312649164678,0.14545454545454545,0.9760975609756097,0.18285714285714286,0.9655006031363088,110,2050,16,94,49,2001,0.9337962962962963,0.5607760532150776,0.5607760532150776
0,60,relu,6,0.3333333333333333,0.9545880149812734,0.0761904761904762,0.9922141119221412,0.12403100775193798,0.9730374612264375,105,2055,8,97,16,2039,0.9476851851851852,0.5342022940563086,0.5342022940563086
0,60,relu,7,0.26804123711340205,0.9597673291323315,0.23853211009174313,0.9653827401267674,0.25242718446601936,0.9625668449197862,109,2051,26,83,71,1980,0.9287037037037037,0.6019574251092552,0.6019574251092552
0,60,relu,8,0.3076923076923077,0.9516129032258065,0.13559322033898305,0.9823702252693438,0.18823529411764706,0.9667469879518072,118,2042,16,102,36,2006,0.9361111111111111,0.5589817228041635,0.5589817228041634
0,60,relu,9,0.3404255319148936,0.9540937056318031,0.1415929203539823,0.9848558866634098,0.2,0.9692307692307691,113,2047,16,97,31,2016,0.9407407407407408,0.5632244035086961,0.5632244035086961
1,75,relu,0,0.205761316872428,0.9786910197869102,0.78125,0.7691387559808612,0.32573289902280134,0.8613529805760214,64,836,50,14,193,643,0.77,0.7751943779904307,0.7751943779904307
1,75,relu,1,0.11089494163424124,0.9818652849740933,0.890625,0.4533492822966507,0.19723183391003457,0.6202945990180033,64,836,57,7,457,379,0.48444444444444446,0.6719871411483254,0.6719871411483254
1,75,relu,2,0.12853470437017994,0.9726027397260274,0.78125,0.5944976076555024,0.2207505518763797,0.7379361544172235,64,836,50,14,339,497,0.6077777777777778,0.6878738038277512,0.6878738038277512
1,75,relu,3,0.2196969696969697,0.9544270833333334,0.453125,0.8767942583732058,0.29591836734693877,0.9139650872817955,64,836,29,35,103,733,0.8466666666666667,0.6649596291866029,0.6649596291866029
1,75,relu,4,0.11585365853658537,0.9828431372549019,0.890625,0.4796650717703349,0.20503597122302158,0.6446945337620579,64,836,57,7,435,401,0.5088888888888888,0.6851450358851674,0.6851450358851674
1,75,relu,5,0.15,0.9724137931034482,0.75,0.6746411483253588,0.24999999999999997,0.7966101694915253,64,836,48,16,272,564,0.68,0.7123205741626796,0.7123205741626795
1,75,relu,6,0.19796954314720813,0.9644381223328592,0.609375,0.8110047846889952,0.29885057471264365,0.8810916179337231,64,836,39,25,158,678,0.7966666666666666,0.7101898923444976,0.7101898923444976
1,75,relu,7,0.09516129032258064,0.9821428571428571,0.921875,0.32894736842105265,0.17251461988304093,0.492831541218638,64,836,59,5,561,275,0.3711111111111111,0.6254111842105263,0.6254111842105263
1,75,relu,8,0.16600790513833993,0.9659969088098919,0.65625,0.7476076555023924,0.26498422712933756,0.8428860418071478,64,836,42,22,211,625,0.7411111111111112,0.7019288277511961,0.7019288277511961
1,75,relu,9,0.1524163568773234,0.9635499207606973,0.640625,0.7272727272727273,0.24624624624624625,0.828902522154056,64,836,41,23,228,608,0.7211111111111111,0.6839488636363636,0.6839488636363635
0,75,relu,0,0.3409090909090909,0.9579395085066162,0.14423076923076922,0.9858949416342413,0.2027027027027027,0.9717162032598274,104,2056,15,89,29,2027,0.9453703703703704,0.5650628554325052,0.5650628554325053
0,75,relu,1,0.358974358974359,0.9566242338519566,0.1320754716981132,0.9878286270691334,0.19310344827586207,0.9719760479041917,106,2054,14,92,25,2029,0.9458333333333333,0.5599520493836233,0.5599520493836233
0,75,relu,2,0.3333333333333333,0.956501182033097,0.14018691588785046,0.9853872381880175,0.19736842105263155,0.9707293666026873,107,2053,15,92,30,2023,0.9435185185185185,0.562787077037934,0.562787077037934
0,75,relu,3,0.0,0.950925925925926,0.0,1.0,0.0,0.9748457522543902,106,2054,0,106,0,2054,0.950925925925926,0.5,0.5
0,75,relu,4,0.4444444444444444,0.9514472455648926,0.07142857142857142,0.9951171875,0.12307692307692308,0.9727923627684963,112,2048,8,104,10,2038,0.9472222222222222,0.5332728794642857,0.5332728794642857
0,75,relu,5,0.2631578947368421,0.9547596606974552,0.09433962264150944,0.9863680623174295,0.13888888888888887,0.9703065134099617,106,2054,10,96,28,2026,0.9425925925925925,0.5403538424794694,0.5403538424794695
0,75,relu,6,0.37142857142857144,0.9538823529411765,0.11711711711711711,0.9892630551488532,0.1780821917808219,0.9712505989458553,111,2049,13,98,22,2027,0.9444444444444444,0.553190086132985,0.5531900861329851
0,75,relu,7,0.3958333333333333,0.9583333333333334,0.17757009345794392,0.985874330248417,0.24516129032258063,0.9719087635054021,107,2053,19,88,29,2024,0.9458333333333333,0.5817222118531804,0.5817222118531804
0,75,relu,8,0.375,0.952247191011236,0.08108108108108109,0.9926793557833089,0.13333333333333333,0.9720430107526882,111,2049,9,102,15,2034,0.9458333333333333,0.536880218432195,0.536880218432195
0,75,relu,9,0.0,0.9495370370370371,0.0,1.0,0.0,0.9741154120161482,109,2051,0,109,0,2051,0.9495370370370371,0.5,0.5
1,15,tanh,0,0.11176470588235295,0.982051282051282,0.890625,0.458133971291866,0.1986062717770035,0.6247960848287112,64,836,57,7,453,383,0.4888888888888889,0.6743794856459331,0.674379485645933
1,15,tanh,1,0.17582417582417584,0.9744816586921851,0.75,0.7308612440191388,0.28486646884273,0.83526999316473,64,836,48,16,225,611,0.7322222222222222,0.7404306220095693,0.7404306220095694
1,15,tanh,2,0.2112676056338028,0.9551451187335093,0.46875,0.8660287081339713,0.2912621359223301,0.9084065244667502,64,836,30,34,112,724,0.8377777777777777,0.6673893540669856,0.6673893540669856
1,15,tanh,3,0.18009478672985782,0.9622641509433962,0.59375,0.7930622009569378,0.27636363636363637,0.8695081967213116,64,836,38,26,173,663,0.7788888888888889,0.6934061004784688,0.6934061004784688
1,15,tanh,4,0.21341463414634146,0.9605978260869565,0.546875,0.8456937799043063,0.30701754385964913,0.8994910941475827,64,836,35,29,129,707,0.8244444444444444,0.6962843899521531,0.6962843899521531
1,15,tanh,5,0.15987460815047022,0.9776247848537005,0.796875,0.6794258373205742,0.26631853785900783,0.8016937191249118,64,836,51,13,268,568,0.6877777777777778,0.7381504186602871,0.7381504186602871
1,15,tanh,6,0.12009237875288684,0.974304068522484,0.8125,0.5442583732057417,0.20925553319919518,0.6983883346124328,64,836,52,12,381,455,0.5633333333333334,0.6783791866028708,0.6783791866028708
1,15,tanh,7,0.12394957983193278,0.9882075471698113,0.921875,0.5011961722488039,0.2185185185185185,0.665079365079365,64,836,59,5,417,419,0.5311111111111111,0.7115355861244019,0.7115355861244019
1,15,tanh,8,0.10925925925925926,0.9861111111111112,0.921875,0.4246411483253589,0.19536423841059605,0.5936454849498327,64,836,59,5,481,355,0.46,0.6732580741626795,0.6732580741626795
1,15,tanh,9,0.13333333333333333,0.9797979797979798,0.84375,0.5801435406698564,0.2302771855010661,0.7287753568745304,64,836,54,10,351,485,0.5988888888888889,0.7119467703349284,0.7119467703349283
0,15,tanh,0,0.43548387096774194,0.9561487130600572,0.226890756302521,0.9828515433610975,0.29834254143646405,0.9693162599661754,119,2041,27,92,35,2006,0.9412037037037037,0.6048711498318093,0.6048711498318092
0,15,tanh,1,0.4230769230769231,0.9568884723523898,0.10679611650485436,0.9927078269324259,0.17054263565891473,0.9744691004533524,103,2057,11,92,15,2042,0.950462962962963,0.5497519717186401,0.5497519717186401
0,15,tanh,2,0.3561643835616438,0.9607091518926689,0.24074074074074073,0.9770955165692008,0.287292817679558,0.9688330514617057,108,2052,26,82,47,2005,0.9402777777777778,0.6089181286549707,0.6089181286549707
0,15,tanh,3,0.38271604938271603,0.9591149591149591,0.2672413793103448,0.9755381604696673,0.3147208121827411,0.9672568518069367,116,2044,31,85,50,1994,0.9375,0.621389769890006,0.6213897698900062
0,15,tanh,4,0.5,0.9503249767873724,0.02727272727272727,0.9985365853658537,0.05172413793103448,0.9738344433872502,110,2050,3,107,3,2047,0.9490740740740741,0.5129046563192905,0.5129046563192905
0,15,tanh,5,0.5,0.9524253731343284,0.07272727272727272,0.9960975609756098,0.12698412698412698,0.9737720553171196,110,2050,8,102,8,2042,0.9490740740740741,0.5344124168514413,0.5344124168514413
0,15,tanh,6,0.32710280373831774,0.9639551875304433,0.3211009174311927,0.9648951730862994,0.32407407407407407,0.9644249512670565,109,2051,35,74,72,1979,0.9324074074074075,0.642998045258746,0.642998045258746
0,15,tanh,7,0.3333333333333333,0.9583931133428981,0.20909090909090908,0.9775609756097561,0.2569832402234637,0.9678821540690654,110,2050,23,87,46,2004,0.9384259259259259,0.5933259423503325,0.5933259423503325
0,15,tanh,8,0.34285714285714286,0.9631578947368421,0.2376237623762376,0.9776590577950461,0.2807017543859649,0.970354302241504,101,2059,24,77,46,2013,0.9430555555555555,0.6076414100856419,0.6076414100856419
0,15,tanh,9,0.4,0.9595238095238096,0.22018348623853212,0.9824475865431497,0.28402366863905326,0.9708503974945796,109,2051,24,85,36,2015,0.9439814814814815,0.6013155363908409,0.6013155363908409
1,30,tanh,0,0.1417910447761194,0.9859437751004017,0.890625,0.5873205741626795,0.24463519313304719,0.7361319340329836,64,836,57,7,345,491,0.6088888888888889,0.7389727870813398,0.7389727870813397
1,30,tanh,1,0.13917525773195877,0.98046875,0.84375,0.6004784688995215,0.23893805309734514,0.7448071216617211,64,836,54,10,334,502,0.6177777777777778,0.7221142344497608,0.7221142344497608
1,30,tanh,2,0.16393442622950818,0.9764705882352941,0.78125,0.6949760765550239,0.27100271002710025,0.8120195667365478,64,836,50,14,255,581,0.7011111111111111,0.7381130382775118,0.7381130382775118
1,30,tanh,3,0.15542521994134897,0.9803220035778175,0.828125,0.6555023923444976,0.2617283950617284,0.7856630824372759,64,836,53,11,288,548,0.6677777777777778,0.7418136961722488,0.7418136961722488
1,30,tanh,4,0.23255813953488372,0.967032967032967,0.625,0.8421052631578947,0.33898305084745767,0.9002557544757032,64,836,40,24,132,704,0.8266666666666667,0.7335526315789472,0.7335526315789473
1,30,tanh,5,0.1691542288557214,0.9570815450643777,0.53125,0.8002392344497608,0.25660377358490566,0.8716612377850163,64,836,34,30,167,669,0.7811111111111111,0.6657446172248803,0.6657446172248804
1,30,tanh,6,0.15,0.9814814814814815,0.84375,0.6339712918660287,0.25471698113207547,0.7703488372093023,64,836,54,10,306,530,0.6488888888888888,0.7388606459330145,0.7388606459330144
1,30,tanh,7,0.13647058823529412,0.9873684210526316,0.90625,0.5610047846889952,0.2372188139059305,0.715484363081617,64,836,58,6,367,469,0.5855555555555556,0.7336273923444976,0.7336273923444976
1,30,tanh,8,0.15457413249211358,0.9742710120068611,0.765625,0.6794258373205742,0.2572178477690289,0.8005637773079635,64,836,49,15,268,568,0.6855555555555556,0.7225254186602871,0.7225254186602871
1,30,tanh,9,0.17452830188679244,0.9607558139534884,0.578125,0.7906698564593302,0.2681159420289855,0.86745406824147,64,836,37,27,175,661,0.7755555555555556,0.6843974282296651,0.6843974282296651
0,30,tanh,0,0.38961038961038963,0.9611137782045127,0.2702702702702703,0.977061981454368,0.3191489361702128,0.9690222652468539,111,2049,30,81,47,2002,0.9407407407407408,0.6236661258623191,0.6236661258623191
0,30,tanh,1,0.2857142857142857,0.9596735477676428,0.20754716981132076,0.9732229795520935,0.24043715846994534,0.9664007735073724,106,2054,22,84,55,1999,0.9356481481481481,0.5903850746817071,0.5903850746817071
0,30,tanh,2,0.4230769230769231,0.9531396438612934,0.0990990990990991,0.9926793557833089,0.1605839416058394,0.9725077695433899,111,2049,11,100,15,2034,0.9467592592592593,0.545889227441204,0.545889227441204
0,30,tanh,3,0.39344262295081966,0.9585516912815627,0.21621621621621623,0.9819424109321621,0.27906976744186046,0.9701060752169721,111,2049,24,87,37,2012,0.9425925925925925,0.5990793135741892,0.5990793135741892
0,30,tanh,4,0.38,0.9578199052132701,0.17592592592592593,0.9848927875243665,0.24050632911392406,0.9711677078327727,108,2052,19,89,31,2021,0.9444444444444444,0.5804093567251463,0.5804093567251462
0,30,tanh,5,0.24390243902439024,0.9631811487481591,0.2857142857142857,0.9547445255474453,0.2631578947368421,0.9589442815249267,105,2055,30,75,93,1962,0.9222222222222223,0.6202294056308655,0.6202294056308655
0,30,tanh,6,0.31868131868131866,0.9627839536007733,0.27358490566037735,0.9698149951314509,0.29441624365482233,0.9662866844530682,106,2054,29,77,62,1992,0.9356481481481481,0.6216999503959141,0.6216999503959142
0,30,tanh,7,0.3939393939393939,0.9534555712270804,0.11607142857142858,0.990234375,0.1793103448275862,0.9714970059880239,112,2048,13,99,20,2028,0.9449074074074074,0.5531529017857143,0.5531529017857143
0,30,tanh,8,0.41818181818181815,0.9572446555819477,0.20353982300884957,0.9843673668783586,0.2738095238095238,0.970616570327553,113,2047,23,90,32,2015,0.9435185185185185,0.5939535949436041,0.5939535949436041
0,30,tanh,9,0.375,0.9586501901140685,0.19444444444444445,0.982943469785575,0.25609756097560976,0.9706448508180944,108,2052,21,87,35,2017,0.9435185185185185,0.5886939571150097,0.5886939571150097
